predicted file,real file,number of residues,rmsd
228_pred.pdb,228_real.pdb,10,1.351
229_pred.pdb,229_real.pdb,11,1.609
230_pred.pdb,230_real.pdb,11,0.821
231_pred.pdb,231_real.pdb,11,3.923
232_pred.pdb,232_real.pdb,12,1.261
233_pred.pdb,233_real.pdb,19,1.66
234_pred.pdb,234_real.pdb,10,0.587
235_pred.pdb,235_real.pdb,5,0.79
236_pred.pdb,236_real.pdb,24,1.201
237_pred.pdb,237_real.pdb,11,4.552
238_pred.pdb,238_real.pdb,9,1.405
239_pred.pdb,239_real.pdb,11,3.652
240_pred.pdb,240_real.pdb,9,0.554
241_pred.pdb,241_real.pdb,12,0.545
242_pred.pdb,242_real.pdb,11,3.183
243_pred.pdb,243_real.pdb,22,0.96
244_pred.pdb,244_real.pdb,18,7.598
245_pred.pdb,245_real.pdb,9,1.937
246_pred.pdb,246_real.pdb,14,1.277
247_pred.pdb,247_real.pdb,9,4.37
248_pred.pdb,248_real.pdb,13,0.32
249_pred.pdb,249_real.pdb,11,4.907
250_pred.pdb,250_real.pdb,7,0.339
251_pred.pdb,251_real.pdb,11,1.508
252_pred.pdb,252_real.pdb,10,1.042
253_pred.pdb,253_real.pdb,7,0.731
254_pred.pdb,254_real.pdb,14,1.856
255_pred.pdb,255_real.pdb,11,0.642
256_pred.pdb,256_real.pdb,8,0.759
257_pred.pdb,257_real.pdb,12,0.886
258_pred.pdb,258_real.pdb,12,0.703
259_pred.pdb,259_real.pdb,12,6.09
260_pred.pdb,260_real.pdb,14,4.989
261_pred.pdb,261_real.pdb,10,1.798
262_pred.pdb,262_real.pdb,10,1.861
263_pred.pdb,263_real.pdb,11,0.958
264_pred.pdb,264_real.pdb,13,2.915
265_pred.pdb,265_real.pdb,13,0.576
266_pred.pdb,266_real.pdb,19,3.1
267_pred.pdb,267_real.pdb,24,0.9
268_pred.pdb,268_real.pdb,10,4.472
269_pred.pdb,269_real.pdb,10,0.883
270_pred.pdb,270_real.pdb,12,2.328
271_pred.pdb,271_real.pdb,20,2.837
272_pred.pdb,272_real.pdb,16,0.32
273_pred.pdb,273_real.pdb,21,2.673
274_pred.pdb,274_real.pdb,8,1.056
275_pred.pdb,275_real.pdb,11,1.108
276_pred.pdb,276_real.pdb,9,0.306
277_pred.pdb,277_real.pdb,11,2.431
278_pred.pdb,278_real.pdb,11,2.06
279_pred.pdb,279_real.pdb,15,2.072
280_pred.pdb,280_real.pdb,16,7.013
281_pred.pdb,281_real.pdb,9,0.146
282_pred.pdb,282_real.pdb,4,1.03
283_pred.pdb,283_real.pdb,11,1.732
284_pred.pdb,284_real.pdb,9,1.586
285_pred.pdb,285_real.pdb,24,7.767
286_pred.pdb,286_real.pdb,13,0.871
predicted file,real file,number of residues,rmsd
000_pred.pdb,000_real.pdb,19,1.075
001_pred.pdb,001_real.pdb,12,4.615
002_pred.pdb,002_real.pdb,13,0.38
003_pred.pdb,003_real.pdb,13,2.268
004_pred.pdb,004_real.pdb,11,2.39
005_pred.pdb,005_real.pdb,18,6.097
006_pred.pdb,006_real.pdb,17,2.516
007_pred.pdb,007_real.pdb,11,0.522
008_pred.pdb,008_real.pdb,10,1.413
009_pred.pdb,009_real.pdb,24,1.197
010_pred.pdb,010_real.pdb,12,0.839
011_pred.pdb,011_real.pdb,18,6.101
012_pred.pdb,012_real.pdb,14,3.984
013_pred.pdb,013_real.pdb,9,0.557
014_pred.pdb,014_real.pdb,11,0.712
015_pred.pdb,015_real.pdb,10,4.626
016_pred.pdb,016_real.pdb,12,1.085
017_pred.pdb,017_real.pdb,10,0.814
018_pred.pdb,018_real.pdb,13,0.353
019_pred.pdb,019_real.pdb,11,1.809
020_pred.pdb,020_real.pdb,13,0.448
021_pred.pdb,021_real.pdb,19,1.816
022_pred.pdb,022_real.pdb,11,1.314
023_pred.pdb,023_real.pdb,15,4.905
024_pred.pdb,024_real.pdb,9,0.411
025_pred.pdb,025_real.pdb,13,1.545
026_pred.pdb,026_real.pdb,17,0.262
027_pred.pdb,027_real.pdb,24,1.153
028_pred.pdb,028_real.pdb,17,4.424
029_pred.pdb,029_real.pdb,6,0.784
030_pred.pdb,030_real.pdb,5,1.479
031_pred.pdb,031_real.pdb,13,0.976
032_pred.pdb,032_real.pdb,9,0.61
033_pred.pdb,033_real.pdb,8,0.284
034_pred.pdb,034_real.pdb,24,2.896
035_pred.pdb,035_real.pdb,15,1.232
036_pred.pdb,036_real.pdb,17,7.191
037_pred.pdb,037_real.pdb,10,0.731
038_pred.pdb,038_real.pdb,24,2.227
039_pred.pdb,039_real.pdb,14,1.851
040_pred.pdb,040_real.pdb,9,0.744
041_pred.pdb,041_real.pdb,15,0.436
042_pred.pdb,042_real.pdb,12,0.547
043_pred.pdb,043_real.pdb,9,0.56
044_pred.pdb,044_real.pdb,15,0.609
045_pred.pdb,045_real.pdb,10,1.294
046_pred.pdb,046_real.pdb,17,9.551
047_pred.pdb,047_real.pdb,21,10.995
048_pred.pdb,048_real.pdb,9,0.389
049_pred.pdb,049_real.pdb,10,0.992
050_pred.pdb,050_real.pdb,19,1.005
051_pred.pdb,051_real.pdb,13,1.699
052_pred.pdb,052_real.pdb,7,1.881
053_pred.pdb,053_real.pdb,11,0.765
054_pred.pdb,054_real.pdb,14,1.983
055_pred.pdb,055_real.pdb,24,1.802
056_pred.pdb,056_real.pdb,7,1.676
057_pred.pdb,057_real.pdb,10,0.95
058_pred.pdb,058_real.pdb,4,0.438
059_pred.pdb,059_real.pdb,13,5.313
060_pred.pdb,060_real.pdb,9,1.826
061_pred.pdb,061_real.pdb,10,1.491
062_pred.pdb,062_real.pdb,3,0.111
063_pred.pdb,063_real.pdb,9,0.272
064_pred.pdb,064_real.pdb,9,0.691
065_pred.pdb,065_real.pdb,6,0.434
066_pred.pdb,066_real.pdb,7,3.728
067_pred.pdb,067_real.pdb,10,1.545
068_pred.pdb,068_real.pdb,12,2.134
069_pred.pdb,069_real.pdb,4,0.36
070_pred.pdb,070_real.pdb,11,0.643
071_pred.pdb,071_real.pdb,11,5.415
072_pred.pdb,072_real.pdb,9,3.454
073_pred.pdb,073_real.pdb,7,0.148
074_pred.pdb,074_real.pdb,10,0.894
075_pred.pdb,075_real.pdb,14,3.314
076_pred.pdb,076_real.pdb,24,1.422
077_pred.pdb,077_real.pdb,5,0.111
078_pred.pdb,078_real.pdb,13,5.171
079_pred.pdb,079_real.pdb,9,0.27
080_pred.pdb,080_real.pdb,11,0.774
081_pred.pdb,081_real.pdb,9,2.643
082_pred.pdb,082_real.pdb,6,2.594
083_pred.pdb,083_real.pdb,10,0.82
084_pred.pdb,084_real.pdb,8,3.431
085_pred.pdb,085_real.pdb,8,1.782
086_pred.pdb,086_real.pdb,7,0.456
087_pred.pdb,087_real.pdb,10,2.371
088_pred.pdb,088_real.pdb,21,5.55
089_pred.pdb,089_real.pdb,18,1.072
090_pred.pdb,090_real.pdb,10,4.056
091_pred.pdb,091_real.pdb,7,2.472
092_pred.pdb,092_real.pdb,18,2.224
093_pred.pdb,093_real.pdb,11,2.914
094_pred.pdb,094_real.pdb,10,1.427
095_pred.pdb,095_real.pdb,11,2.831
096_pred.pdb,096_real.pdb,4,0.561
097_pred.pdb,097_real.pdb,4,0.341
098_pred.pdb,098_real.pdb,13,2.551
099_pred.pdb,099_real.pdb,13,1.161
100_pred.pdb,100_real.pdb,17,0.952
101_pred.pdb,101_real.pdb,24,1.082
102_pred.pdb,102_real.pdb,12,5.087
103_pred.pdb,103_real.pdb,5,0.145
104_pred.pdb,104_real.pdb,10,0.658
105_pred.pdb,105_real.pdb,8,0.463
106_pred.pdb,106_real.pdb,13,1.586
107_pred.pdb,107_real.pdb,5,0.041
108_pred.pdb,108_real.pdb,13,2.546
109_pred.pdb,109_real.pdb,9,1.11
110_pred.pdb,110_real.pdb,25,7.871
111_pred.pdb,111_real.pdb,10,0.855
112_pred.pdb,112_real.pdb,10,1.013
113_pred.pdb,113_real.pdb,14,1.09
114_pred.pdb,114_real.pdb,24,0.709
115_pred.pdb,115_real.pdb,9,1.06
116_pred.pdb,116_real.pdb,16,6.502
117_pred.pdb,117_real.pdb,11,3.224
118_pred.pdb,118_real.pdb,9,0.78
119_pred.pdb,119_real.pdb,12,1.099
120_pred.pdb,120_real.pdb,14,3.009
121_pred.pdb,121_real.pdb,14,1.592
122_pred.pdb,122_real.pdb,12,2.191
123_pred.pdb,123_real.pdb,10,0.434
124_pred.pdb,124_real.pdb,12,1.743
125_pred.pdb,125_real.pdb,12,0.821
126_pred.pdb,126_real.pdb,14,0.468
127_pred.pdb,127_real.pdb,11,1.748
128_pred.pdb,128_real.pdb,11,2.037
129_pred.pdb,129_real.pdb,14,0.508
130_pred.pdb,130_real.pdb,14,0.986
131_pred.pdb,131_real.pdb,7,0.387
132_pred.pdb,132_real.pdb,10,1.347
133_pred.pdb,133_real.pdb,12,0.511
134_pred.pdb,134_real.pdb,12,5.53
135_pred.pdb,135_real.pdb,9,3.826
136_pred.pdb,136_real.pdb,21,2.43
137_pred.pdb,137_real.pdb,11,5.427
138_pred.pdb,138_real.pdb,10,0.864
139_pred.pdb,139_real.pdb,13,0.315
140_pred.pdb,140_real.pdb,11,2.021
141_pred.pdb,141_real.pdb,9,1.147
142_pred.pdb,142_real.pdb,13,4.757
143_pred.pdb,143_real.pdb,9,0.758
144_pred.pdb,144_real.pdb,10,2.522
145_pred.pdb,145_real.pdb,19,4.731
146_pred.pdb,146_real.pdb,10,5.373
147_pred.pdb,147_real.pdb,10,2.225
148_pred.pdb,148_real.pdb,9,0.27
149_pred.pdb,149_real.pdb,8,0.777
150_pred.pdb,150_real.pdb,8,0.242
151_pred.pdb,151_real.pdb,8,2.082
152_pred.pdb,152_real.pdb,15,1.293
153_pred.pdb,153_real.pdb,10,3.462
154_pred.pdb,154_real.pdb,10,0.727
155_pred.pdb,155_real.pdb,15,1.623
156_pred.pdb,156_real.pdb,8,2.059
157_pred.pdb,157_real.pdb,13,0.481
158_pred.pdb,158_real.pdb,9,2.746
159_pred.pdb,159_real.pdb,12,1.09
160_pred.pdb,160_real.pdb,13,2.676
161_pred.pdb,161_real.pdb,16,1.33
162_pred.pdb,162_real.pdb,5,0.163
163_pred.pdb,163_real.pdb,19,1.173
164_pred.pdb,164_real.pdb,11,3.654
165_pred.pdb,165_real.pdb,10,1.578
166_pred.pdb,166_real.pdb,19,0.551
167_pred.pdb,167_real.pdb,4,0.054
168_pred.pdb,168_real.pdb,18,2.472
169_pred.pdb,169_real.pdb,10,0.817
170_pred.pdb,170_real.pdb,24,11.61
171_pred.pdb,171_real.pdb,4,2.168
172_pred.pdb,172_real.pdb,12,0.561
173_pred.pdb,173_real.pdb,8,0.5
174_pred.pdb,174_real.pdb,9,0.364
175_pred.pdb,175_real.pdb,19,1.531
176_pred.pdb,176_real.pdb,11,1.793
177_pred.pdb,177_real.pdb,3,0.17
178_pred.pdb,178_real.pdb,14,0.561
179_pred.pdb,179_real.pdb,5,0.086
180_pred.pdb,180_real.pdb,13,0.491
181_pred.pdb,181_real.pdb,3,0.164
182_pred.pdb,182_real.pdb,9,0.306
183_pred.pdb,183_real.pdb,12,0.743
184_pred.pdb,184_real.pdb,8,0.273
185_pred.pdb,185_real.pdb,11,1.435
186_pred.pdb,186_real.pdb,11,2.423
187_pred.pdb,187_real.pdb,12,3.331
188_pred.pdb,188_real.pdb,9,0.386
189_pred.pdb,189_real.pdb,13,0.717
190_pred.pdb,190_real.pdb,7,0.869
191_pred.pdb,191_real.pdb,10,5.332
192_pred.pdb,192_real.pdb,13,1.6
193_pred.pdb,193_real.pdb,8,0.321
194_pred.pdb,194_real.pdb,9,3.389
195_pred.pdb,195_real.pdb,5,0.301
196_pred.pdb,196_real.pdb,11,1.373
197_pred.pdb,197_real.pdb,14,1.567
198_pred.pdb,198_real.pdb,7,3.505
199_pred.pdb,199_real.pdb,12,0.957
200_pred.pdb,200_real.pdb,7,0.685
201_pred.pdb,201_real.pdb,13,1.479
202_pred.pdb,202_real.pdb,16,1.056
203_pred.pdb,203_real.pdb,9,1.187
204_pred.pdb,204_real.pdb,11,2.345
205_pred.pdb,205_real.pdb,13,3.566
206_pred.pdb,206_real.pdb,9,0.91
207_pred.pdb,207_real.pdb,13,2.539
208_pred.pdb,208_real.pdb,8,1.036
209_pred.pdb,209_real.pdb,7,3.532
210_pred.pdb,210_real.pdb,10,4.867
211_pred.pdb,211_real.pdb,9,1.573
212_pred.pdb,212_real.pdb,7,1.807
213_pred.pdb,213_real.pdb,13,3.658
214_pred.pdb,214_real.pdb,12,1.109
215_pred.pdb,215_real.pdb,9,0.267
216_pred.pdb,216_real.pdb,7,0.535
217_pred.pdb,217_real.pdb,12,5.177
218_pred.pdb,218_real.pdb,9,0.414
219_pred.pdb,219_real.pdb,14,1.295
220_pred.pdb,220_real.pdb,10,2.997
221_pred.pdb,221_real.pdb,10,1.145
222_pred.pdb,222_real.pdb,14,1.219
223_pred.pdb,223_real.pdb,3,0.001
224_pred.pdb,224_real.pdb,10,0.963
225_pred.pdb,225_real.pdb,15,1.5
226_pred.pdb,226_real.pdb,14,3.726
227_pred.pdb,227_real.pdb,10,0.595
228_pred.pdb,228_real.pdb,5,0.692
229_pred.pdb,229_real.pdb,15,4.911
230_pred.pdb,230_real.pdb,18,8.186
231_pred.pdb,231_real.pdb,24,0.416
232_pred.pdb,232_real.pdb,10,1.591
233_pred.pdb,233_real.pdb,10,1.594
234_pred.pdb,234_real.pdb,4,0.035
235_pred.pdb,235_real.pdb,11,0.721
236_pred.pdb,236_real.pdb,8,0.803
237_pred.pdb,237_real.pdb,14,8.433
238_pred.pdb,238_real.pdb,14,1.214
239_pred.pdb,239_real.pdb,23,1.168
240_pred.pdb,240_real.pdb,12,0.428
241_pred.pdb,241_real.pdb,24,0.718
242_pred.pdb,242_real.pdb,17,1.236
243_pred.pdb,243_real.pdb,22,10.172
244_pred.pdb,244_real.pdb,15,5.429
245_pred.pdb,245_real.pdb,7,0.707
246_pred.pdb,246_real.pdb,22,1.236
247_pred.pdb,247_real.pdb,14,0.918
248_pred.pdb,248_real.pdb,13,5.143
249_pred.pdb,249_real.pdb,7,0.492
250_pred.pdb,250_real.pdb,12,1.613
251_pred.pdb,251_real.pdb,8,2.651
252_pred.pdb,252_real.pdb,8,1.679
253_pred.pdb,253_real.pdb,10,5.172
254_pred.pdb,254_real.pdb,9,1.031
255_pred.pdb,255_real.pdb,10,0.595
256_pred.pdb,256_real.pdb,8,2.619
257_pred.pdb,257_real.pdb,9,0.41
258_pred.pdb,258_real.pdb,13,7.343
259_pred.pdb,259_real.pdb,7,0.186
260_pred.pdb,260_real.pdb,9,1.327
261_pred.pdb,261_real.pdb,11,5.826
262_pred.pdb,262_real.pdb,18,10.007
263_pred.pdb,263_real.pdb,11,2.84
264_pred.pdb,264_real.pdb,10,1.446
265_pred.pdb,265_real.pdb,4,2.067
266_pred.pdb,266_real.pdb,9,2.973
267_pred.pdb,267_real.pdb,13,2.786
268_pred.pdb,268_real.pdb,8,1.791
269_pred.pdb,269_real.pdb,13,5.137
270_pred.pdb,270_real.pdb,9,3.824
271_pred.pdb,271_real.pdb,10,1.573
272_pred.pdb,272_real.pdb,12,0.317
273_pred.pdb,273_real.pdb,12,4.644
274_pred.pdb,274_real.pdb,19,1.922
275_pred.pdb,275_real.pdb,14,0.657
276_pred.pdb,276_real.pdb,7,1.408
277_pred.pdb,277_real.pdb,10,1.994
278_pred.pdb,278_real.pdb,10,2.061
279_pred.pdb,279_real.pdb,12,0.847
280_pred.pdb,280_real.pdb,12,0.483
281_pred.pdb,281_real.pdb,9,2.216
282_pred.pdb,282_real.pdb,4,0.048
283_pred.pdb,283_real.pdb,12,0.671
284_pred.pdb,284_real.pdb,11,0.972
285_pred.pdb,285_real.pdb,24,0.236
286_pred.pdb,286_real.pdb,13,5.211
predicted file,real file,number of residues,rmsd
000_pred.pdb,000_real.pdb,10,4.473
001_pred.pdb,001_real.pdb,11,1.559
002_pred.pdb,002_real.pdb,10,2.373
003_pred.pdb,003_real.pdb,23,0.85
004_pred.pdb,004_real.pdb,3,0.226
005_pred.pdb,005_real.pdb,4,0.232
006_pred.pdb,006_real.pdb,14,2.099
007_pred.pdb,007_real.pdb,9,4.981
008_pred.pdb,008_real.pdb,9,2.192
009_pred.pdb,009_real.pdb,5,2.023
010_pred.pdb,010_real.pdb,11,4.645
011_pred.pdb,011_real.pdb,19,1.296
012_pred.pdb,012_real.pdb,13,2.888
013_pred.pdb,013_real.pdb,12,7.181
014_pred.pdb,014_real.pdb,13,4.099
015_pred.pdb,015_real.pdb,6,0.433
016_pred.pdb,016_real.pdb,13,0.444
017_pred.pdb,017_real.pdb,10,0.778
018_pred.pdb,018_real.pdb,10,3.225
019_pred.pdb,019_real.pdb,11,1.449
020_pred.pdb,020_real.pdb,9,0.695
021_pred.pdb,021_real.pdb,12,1.718
022_pred.pdb,022_real.pdb,8,0.606
023_pred.pdb,023_real.pdb,8,3.707
024_pred.pdb,024_real.pdb,10,1.681
025_pred.pdb,025_real.pdb,12,3.882
026_pred.pdb,026_real.pdb,11,0.461
027_pred.pdb,027_real.pdb,9,0.335
028_pred.pdb,028_real.pdb,16,0.798
029_pred.pdb,029_real.pdb,26,12.163
030_pred.pdb,030_real.pdb,10,1.281
031_pred.pdb,031_real.pdb,9,0.246
032_pred.pdb,032_real.pdb,5,0.677
033_pred.pdb,033_real.pdb,12,2.124
034_pred.pdb,034_real.pdb,27,2.122
035_pred.pdb,035_real.pdb,9,0.238
036_pred.pdb,036_real.pdb,15,4.812
037_pred.pdb,037_real.pdb,11,4.674
038_pred.pdb,038_real.pdb,16,2.715
039_pred.pdb,039_real.pdb,10,0.9
040_pred.pdb,040_real.pdb,17,1.142
041_pred.pdb,041_real.pdb,13,1.5
042_pred.pdb,042_real.pdb,11,0.581
043_pred.pdb,043_real.pdb,5,1.998
044_pred.pdb,044_real.pdb,16,7.611
045_pred.pdb,045_real.pdb,8,0.526
046_pred.pdb,046_real.pdb,16,1.488
047_pred.pdb,047_real.pdb,10,1.449
048_pred.pdb,048_real.pdb,16,6.911
049_pred.pdb,049_real.pdb,15,7.042
050_pred.pdb,050_real.pdb,10,0.346
051_pred.pdb,051_real.pdb,8,5.703
052_pred.pdb,052_real.pdb,21,8.506
053_pred.pdb,053_real.pdb,16,1.264
054_pred.pdb,054_real.pdb,19,1.468
055_pred.pdb,055_real.pdb,12,0.848
056_pred.pdb,056_real.pdb,14,1.283
057_pred.pdb,057_real.pdb,7,1.964
058_pred.pdb,058_real.pdb,12,1.334
059_pred.pdb,059_real.pdb,10,1.724
060_pred.pdb,060_real.pdb,12,4.38
061_pred.pdb,061_real.pdb,8,0.766
062_pred.pdb,062_real.pdb,16,6.593
063_pred.pdb,063_real.pdb,11,1.747
064_pred.pdb,064_real.pdb,21,1.651
065_pred.pdb,065_real.pdb,14,0.333
066_pred.pdb,066_real.pdb,15,1.973
067_pred.pdb,067_real.pdb,15,2.654
068_pred.pdb,068_real.pdb,15,1.969
069_pred.pdb,069_real.pdb,10,0.65
070_pred.pdb,070_real.pdb,4,0.488
071_pred.pdb,071_real.pdb,7,0.207
072_pred.pdb,072_real.pdb,11,0.458
073_pred.pdb,073_real.pdb,9,0.533
074_pred.pdb,074_real.pdb,17,1.205
075_pred.pdb,075_real.pdb,13,6.046
076_pred.pdb,076_real.pdb,10,1.554
077_pred.pdb,077_real.pdb,14,1.171
078_pred.pdb,078_real.pdb,5,0.115
079_pred.pdb,079_real.pdb,9,0.804
080_pred.pdb,080_real.pdb,14,1.969
081_pred.pdb,081_real.pdb,19,5.744
082_pred.pdb,082_real.pdb,17,1.786
083_pred.pdb,083_real.pdb,23,0.835
084_pred.pdb,084_real.pdb,15,2.709
085_pred.pdb,085_real.pdb,10,3.732
086_pred.pdb,086_real.pdb,15,6.352
087_pred.pdb,087_real.pdb,11,1.098
088_pred.pdb,088_real.pdb,12,1.653
089_pred.pdb,089_real.pdb,19,0.611
090_pred.pdb,090_real.pdb,12,0.577
091_pred.pdb,091_real.pdb,13,0.792
092_pred.pdb,092_real.pdb,7,0.38
093_pred.pdb,093_real.pdb,12,0.661
094_pred.pdb,094_real.pdb,11,1.743
095_pred.pdb,095_real.pdb,17,2.063
096_pred.pdb,096_real.pdb,14,4.64
097_pred.pdb,097_real.pdb,14,0.758
098_pred.pdb,098_real.pdb,15,1.838
099_pred.pdb,099_real.pdb,13,0.569
100_pred.pdb,100_real.pdb,11,4.139
101_pred.pdb,101_real.pdb,18,2.686
102_pred.pdb,102_real.pdb,16,6.897
103_pred.pdb,103_real.pdb,15,3.027
104_pred.pdb,104_real.pdb,4,0.152
105_pred.pdb,105_real.pdb,11,2.077
106_pred.pdb,106_real.pdb,13,1.702
107_pred.pdb,107_real.pdb,11,1.292
108_pred.pdb,108_real.pdb,10,0.684
109_pred.pdb,109_real.pdb,11,3.513
110_pred.pdb,110_real.pdb,22,0.609
111_pred.pdb,111_real.pdb,8,0.769
112_pred.pdb,112_real.pdb,11,8.149
113_pred.pdb,113_real.pdb,15,4.541
114_pred.pdb,114_real.pdb,5,0.296
115_pred.pdb,115_real.pdb,13,6.621
116_pred.pdb,116_real.pdb,7,1.531
117_pred.pdb,117_real.pdb,8,0.831
118_pred.pdb,118_real.pdb,10,0.905
119_pred.pdb,119_real.pdb,13,6.848
120_pred.pdb,120_real.pdb,7,0.338
121_pred.pdb,121_real.pdb,21,2.101
122_pred.pdb,122_real.pdb,8,1.419
123_pred.pdb,123_real.pdb,9,0.296
124_pred.pdb,124_real.pdb,16,4.761
125_pred.pdb,125_real.pdb,22,0.616
126_pred.pdb,126_real.pdb,21,2.099
127_pred.pdb,127_real.pdb,9,2.395
128_pred.pdb,128_real.pdb,11,3.184
129_pred.pdb,129_real.pdb,19,6.058
130_pred.pdb,130_real.pdb,18,2.245
131_pred.pdb,131_real.pdb,11,1.321
132_pred.pdb,132_real.pdb,14,3.117
133_pred.pdb,133_real.pdb,10,1.373
134_pred.pdb,134_real.pdb,10,5.293
135_pred.pdb,135_real.pdb,15,1.189
136_pred.pdb,136_real.pdb,12,1.375
137_pred.pdb,137_real.pdb,10,3.101
138_pred.pdb,138_real.pdb,14,1.667
139_pred.pdb,139_real.pdb,13,4.903
140_pred.pdb,140_real.pdb,24,4.228
141_pred.pdb,141_real.pdb,20,1.989
142_pred.pdb,142_real.pdb,8,1.694
143_pred.pdb,143_real.pdb,15,2.174
144_pred.pdb,144_real.pdb,11,1.662
145_pred.pdb,145_real.pdb,13,5.781
146_pred.pdb,146_real.pdb,12,1.062
147_pred.pdb,147_real.pdb,9,0.789
148_pred.pdb,148_real.pdb,10,2.155
149_pred.pdb,149_real.pdb,7,2.408
150_pred.pdb,150_real.pdb,8,0.243
151_pred.pdb,151_real.pdb,10,1.456
152_pred.pdb,152_real.pdb,14,3.23
153_pred.pdb,153_real.pdb,16,5.015
154_pred.pdb,154_real.pdb,12,7.649
155_pred.pdb,155_real.pdb,15,0.546
156_pred.pdb,156_real.pdb,11,0.972
157_pred.pdb,157_real.pdb,9,2.769
158_pred.pdb,158_real.pdb,11,4.63
159_pred.pdb,159_real.pdb,13,1.044
160_pred.pdb,160_real.pdb,10,1.167
161_pred.pdb,161_real.pdb,14,4.14
162_pred.pdb,162_real.pdb,9,1.245
163_pred.pdb,163_real.pdb,10,1.558
164_pred.pdb,164_real.pdb,11,0.949
165_pred.pdb,165_real.pdb,11,2.891
166_pred.pdb,166_real.pdb,5,0.432
167_pred.pdb,167_real.pdb,8,0.276
168_pred.pdb,168_real.pdb,11,3.534
169_pred.pdb,169_real.pdb,9,2.701
170_pred.pdb,170_real.pdb,10,2.962
171_pred.pdb,171_real.pdb,8,1.556
172_pred.pdb,172_real.pdb,15,2.131
173_pred.pdb,173_real.pdb,10,2.242
174_pred.pdb,174_real.pdb,11,2.686
175_pred.pdb,175_real.pdb,11,1.301
176_pred.pdb,176_real.pdb,10,1.401
177_pred.pdb,177_real.pdb,9,1.923
178_pred.pdb,178_real.pdb,12,1.493
179_pred.pdb,179_real.pdb,8,4.074
180_pred.pdb,180_real.pdb,20,3.003
181_pred.pdb,181_real.pdb,12,0.248
182_pred.pdb,182_real.pdb,10,0.183
183_pred.pdb,183_real.pdb,13,1.002
184_pred.pdb,184_real.pdb,10,1.247
185_pred.pdb,185_real.pdb,10,0.54
186_pred.pdb,186_real.pdb,23,0.876
187_pred.pdb,187_real.pdb,11,2.565
188_pred.pdb,188_real.pdb,9,0.289
189_pred.pdb,189_real.pdb,10,1.094
190_pred.pdb,190_real.pdb,9,1.086
191_pred.pdb,191_real.pdb,10,1.017
192_pred.pdb,192_real.pdb,7,0.272
193_pred.pdb,193_real.pdb,12,1.485
194_pred.pdb,194_real.pdb,16,3.314
195_pred.pdb,195_real.pdb,16,1.154
196_pred.pdb,196_real.pdb,11,0.708
197_pred.pdb,197_real.pdb,9,0.278
198_pred.pdb,198_real.pdb,24,1.453
199_pred.pdb,199_real.pdb,10,0.613
200_pred.pdb,200_real.pdb,12,1.877
201_pred.pdb,201_real.pdb,11,4.506
202_pred.pdb,202_real.pdb,7,1.544
203_pred.pdb,203_real.pdb,10,0.853
204_pred.pdb,204_real.pdb,13,0.374
205_pred.pdb,205_real.pdb,10,0.708
206_pred.pdb,206_real.pdb,9,1.585
207_pred.pdb,207_real.pdb,10,2.461
208_pred.pdb,208_real.pdb,10,0.489
209_pred.pdb,209_real.pdb,17,1.19
210_pred.pdb,210_real.pdb,11,1.216
211_pred.pdb,211_real.pdb,10,0.266
212_pred.pdb,212_real.pdb,11,3.66
213_pred.pdb,213_real.pdb,15,2.549
214_pred.pdb,214_real.pdb,8,4.104
215_pred.pdb,215_real.pdb,10,1.92
216_pred.pdb,216_real.pdb,8,0.227
217_pred.pdb,217_real.pdb,10,2.299
218_pred.pdb,218_real.pdb,12,6.195
219_pred.pdb,219_real.pdb,11,1.012
220_pred.pdb,220_real.pdb,7,0.993
221_pred.pdb,221_real.pdb,9,3.536
222_pred.pdb,222_real.pdb,9,2.846
223_pred.pdb,223_real.pdb,20,2.374
224_pred.pdb,224_real.pdb,17,4.696
225_pred.pdb,225_real.pdb,11,5.397
226_pred.pdb,226_real.pdb,9,1.132
227_pred.pdb,227_real.pdb,11,2.401
228_pred.pdb,228_real.pdb,10,4.141
229_pred.pdb,229_real.pdb,11,0.359
230_pred.pdb,230_real.pdb,7,1.75
231_pred.pdb,231_real.pdb,6,0.143
232_pred.pdb,232_real.pdb,16,1.177
233_pred.pdb,233_real.pdb,13,0.7
234_pred.pdb,234_real.pdb,8,0.274
235_pred.pdb,235_real.pdb,10,3.597
236_pred.pdb,236_real.pdb,8,2.042
237_pred.pdb,237_real.pdb,8,0.406
238_pred.pdb,238_real.pdb,10,3.485
239_pred.pdb,239_real.pdb,12,1.074
240_pred.pdb,240_real.pdb,9,0.659
241_pred.pdb,241_real.pdb,6,0.662
242_pred.pdb,242_real.pdb,10,0.844
243_pred.pdb,243_real.pdb,13,3.947
244_pred.pdb,244_real.pdb,14,2.946
245_pred.pdb,245_real.pdb,11,3.203
246_pred.pdb,246_real.pdb,11,4.992
247_pred.pdb,247_real.pdb,12,1.318
248_pred.pdb,248_real.pdb,11,0.641
249_pred.pdb,249_real.pdb,7,0.295
250_pred.pdb,250_real.pdb,12,0.552
251_pred.pdb,251_real.pdb,10,0.778
252_pred.pdb,252_real.pdb,10,2.247
253_pred.pdb,253_real.pdb,11,2.254
254_pred.pdb,254_real.pdb,10,1.673
255_pred.pdb,255_real.pdb,20,0.715
256_pred.pdb,256_real.pdb,9,0.246
257_pred.pdb,257_real.pdb,12,1.279
258_pred.pdb,258_real.pdb,9,0.339
259_pred.pdb,259_real.pdb,12,4.008
